Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	LossQReg	Time	AVG Time Per Epoch
53	-14.760054	4.1154375	-4.2626743	-24.632	-9.747596	3.5390418	-4.3542113	-14.307071	50.0	50.0	264999	-4.9325476	3.008199	5.9354553	-21.218979	-4.932441	3.0078776	5.044842	-20.328815	0.24602847	1.0445622	21.537357	-11.519319	5.081703	3.427245	1.8725035	2300.8638219833374	43.41252498806647
54	-15.925049	4.9289517	-5.82271	-26.340952	-9.038389	3.2979894	-3.3921518	-14.303217	50.0	50.0	269999	-4.905845	2.9912217	8.003138	-22.212442	-4.905675	2.9917762	6.5196943	-20.227015	0.24302538	1.0368316	27.061304	-10.267431	5.0425334	3.3422263	1.8235542	2346.305675268173	43.45010514171035
55	-15.454412	4.493487	-6.0550303	-24.370565	-9.013347	2.7237966	-4.1511064	-13.072396	50.0	50.0	274999	-4.873011	2.9881198	13.053378	-21.695326	-4.8727293	2.9877095	5.9649434	-21.02444	0.24982595	1.0390486	12.753841	-10.0123415	5.020941	3.3793175	1.8417082	2392.137847661972	43.493415455384685
56	-15.234106	4.2878175	-7.144086	-24.41676	-7.5286202	2.6925764	-4.156618	-12.484295	50.0	50.0	279999	-4.835336	2.96427	8.821437	-20.22243	-4.835092	2.9640474	5.417364	-20.771236	0.24495706	1.0451918	6.910043	-11.7875805	4.9695945	3.2910702	1.7933844	2437.7702181339264	43.53161108068058
57	-14.010384	4.618767	-5.2768784	-24.771427	-8.901725	1.5422314	-6.708169	-11.943179	50.0	50.0	284999	-4.8186526	2.9567733	6.1420655	-21.689354	-4.8187556	2.956672	9.351853	-20.675749	0.2385054	1.035696	9.350696	-9.481824	4.961788	3.3034415	1.8007519	2483.9529922008514	43.57812270783541
58	-16.13523	4.4405017	-6.76752	-25.417868	-8.3707905	3.847028	-3.3207955	-13.373855	50.0	50.0	289999	-4.8131704	2.963175	11.039741	-24.393991	-4.813397	2.9626274	10.06614	-22.15449	0.24137425	1.0409049	5.081978	-11.461592	4.957445	3.3036218	1.8024645	2529.6543271541595	43.614729823737306
59	-15.774186	4.2235928	-6.1886597	-25.350868	-8.328116	2.4247642	-4.4532595	-11.572906	50.0	50.0	294999	-4.8081274	2.9601262	5.955224	-20.929173	-4.8082695	2.960531	6.244685	-20.918653	0.239743	1.0367036	9.068682	-9.396898	4.949964	3.29621	1.7954644	2575.477774143219	43.652165707895314
60	-15.201768	4.2818875	-6.0370784	-24.537508	-8.342635	4.016276	-2.2805984	-15.39294	50.0	50.0	299999	-4.794354	2.959745	6.9231167	-22.471172	-4.7941813	2.9596562	7.8762045	-19.852774	0.22913349	1.035058	6.587755	-12.360682	4.935964	3.3111649	1.8036664	2621.4074881076813	43.69012484550476
61	-15.553877	4.4759107	-5.5279117	-24.801155	-10.225614	2.974889	-5.5165844	-14.887834	50.0	50.0	304999	-4.760951	2.9522157	10.64224	-19.8106	-4.760968	2.9519713	9.877205	-21.217329	0.22613508	1.031333	11.244284	-10.375398	4.90598	3.2629752	1.7773646	2667.4103665351868	43.72803883474381
62	-15.322388	4.3950477	-6.891303	-24.926188	-8.298525	3.8509216	-3.0883636	-16.202684	50.0	50.0	309999	-4.7634954	2.9468577	7.650171	-21.301617	-4.763528	2.9472513	10.590913	-19.596386	0.23095916	1.0360922	13.174971	-9.05554	4.9019394	3.2947903	1.7939094	2713.3529136180878	43.76375670971409
